id,fen,moves,rating,themes
012LI,6k1/p4p1p/4bp2/1p2p3/3r4/KP1nQPN1/P5B1/8 w - - 0 33,g2f1 d4a4 b3a4 b5b4,2227,endgame master mate matein2 sacrifice short
024nn,2k5/1bp3pp/1p2p3/2n1b3/2P5/Q4rqP/PP1rB1P1/4RRBK w - - 0 25,e2f3 g3g2 f3g2 b7g2,2396,kingsideattack mate matein2 middlegame sacrifice short xrayattack
04LMD,4RN2/2R3k1/1r4pp/2p3q1/2P5/2r3PP/7K/8 b - - 0 39,g7f6 f8h7 f6f5 c7c5,2409,endgame fork interference master mate matein2 short
063qZ,r3k2r/pp1n3p/2p1B1p1/4q1B1/3bN3/7P/P1P3P1/4RR1K b kq - 0 23,h8f8 e4d6 e5d6 e6f7,2305,discoveredcheck doublecheck mate matein2 middlegame pillsburysmate sacrifice short
0BJQ6,1b2r1k1/1R3ppp/p7/4n3/1P3rP1/P2K4/B1Q5/7R w - - 13 42,d3e3 e5c4 e3d3 e8e3,2351,discoveredcheck doublecheck mate matein2 middlegame short
0Cadi,8/6p1/7p/4p3/4P1kP/2N3P1/3n2K1/8 b - - 9 54,h6h5 c3d1 g7g6 d1e3,2308,endgame knightendgame mate matein2 quietmove short
0E1HG,8/5pk1/5Qb1/2p1P3/2n2N2/P7/2q3P1/6K1 b - - 4 37,g7f8 f4e6 f8g8 f6g7,2217,endgame master mate matein2 pin short
0EKAK,6kq/p1r3b1/1p2p3/3bP1B1/3nB1Q1/P7/1P4P1/5RK1 b - - 1 25,g7e5 g5e7 e5g7 f1f8,2292,discoveredattack discoveredcheck mate matein2 middlegame operamate pillsburysmate pin short
0FVOL,8/pp5k/8/4P2p/b1p2P2/2P4P/P4Q1R/2q1K3 w - - 4 43,e1e2 c1d1 e2e3 d1d3,2304,endgame mate matein2 short swallowstailmate
0GAFc,5r1k/pQp1R1bp/3P2pq/8/1PB3P1/5Nn1/P5P1/6K1 w - - 1 28,d6d7 g7d4 f3d4 h6h1,2299,mate matein2 middlegame sacrifice short
0LC7e,8/1p1R4/pp2Qr1k/2P1pp2/1P5q/P3P1pp/2R2p2/5B1K w - - 4 36,e6g8 h4e4 f1g2 h3g2,2249,advancedpawn endgame fork master mate matein2 short
0M7cL,4k1r1/5R1Q/3qp3/1p1bN3/p2P3p/P6P/2P3R1/7K b - - 0 42,g8g2 f7f8 d6f8 h7d7,2288,clearance endgame mate matein2 sacrifice short
0Min6,1rr1k1q1/p7/1p5R/4Qp2/3p4/6P1/PP6/1K6 b - - 8 40,e8d7 h6d6 d7c7 e5e7,2220,endgame mate matein2 short
0RR9l,6k1/3r3p/1p4pP/p1p2b2/8/KPQ1R3/P3qpP1/5R2 b - - 5 38,e2f1 c3h8 g8f7 h8g7,2241,endgame mate matein2 short
0TsYJ,3r1rk1/1p3pp1/p4qn1/3ppN2/P5Q1/7R/1P4PP/4R2K b - - 3 28,g6f4 g4g7 f6g7 f5e7,2402,kingsideattack mate matein2 middlegame sacrifice short
0UxBZ,1r6/p1b3pp/2p1R3/2B3k1/2N3P1/2Pb3P/PP3PK1/8 b - - 4 27,d3c4 f2f4 g5f4 c5e3,2271,attraction endgame mate matein2 morphysmate short
0Wm35,8/2p3Qp/4b3/Nkp5/5P2/PPKP2PP/4r1r1/8 w - - 3 45,a3a4 b5a6 b3b4 e2c2,2264,defensivemove endgame mate matein2 pillsburysmate short
0YKQy,5r1k/3bb2B/2p4Q/1p1pq3/r5p1/4P1N1/3R1PPP/6K1 b - - 1 26,a4a1 h7b1 h8g8 h6h7,2225,discoveredattack discoveredcheck mate matein2 middlegame short
0YkU9,8/8/pp1pQk1p/2p2p2/P4Nq1/8/1P3K1P/8 b - - 5 42,f6g5 e6e7 g5f4 e7e3,2203,endgame master mate matein2 sacrifice short
0aUfR,2k3rQ/1p3p2/p1b1p3/8/3P4/3B2q1/PP6/R2R1K2 w - - 4 29,h8e5 g3g1 f1e2 g8g2,2228,mate matein2 middlegame pillsburysmate short
0fRPx,8/pR1R4/2k1N3/2p2p2/3Pn1r1/1Pp5/P1P1K1r1/8 w - - 0 46,e2d3 g4g3 d3c4 e4d2,2201,cornermate endgame mate matein2 short
0hVkn,3r4/3b2r1/2BRpp1p/1p2kp2/8/4P3/P4PPP/3R2K1 b - - 1 29,d7c6 f2f4 e5e4 d6e6,2432,deflection endgame mate matein2 short
