id,fen,moves,rating,themes
12lYH,r6r/p1R3pp/4p3/P3Q3/2kP4/1pP5/1P4qP/R3K3 b Q - 5 24,c4d3 e1c1 g2d2 d1d2,2574,castling discoveredattack discoveredcheck endgame mate matein2 short
1w6Cs,8/5B2/1k3p2/2p1p2P/1pK1Pnb1/1P6/P2N1P2/8 w - - 1 34,f2f3 g4c8 a2a3 c8a6,2524,endgame master mate matein2 quietmove short
4rrbo,8/PR5P/1n6/1B3k2/1P1pp3/2P1K3/5p1r/8 w - - 0 52,c3d4 f2f1n b5f1 b6d5,2527,advancedpawn endgame mate matein2 promotion short underpromotion
5uYeK,8/p4pkp/bp1N2p1/2p2P2/6PP/8/r7/4R1K1 b - - 0 35,a2d2 f5f6 g7f6 d6e8,2586,attraction endgame mate matein2 short
7eqiu,3r1k2/6p1/4Kp1p/4nB1P/4P1P1/8/5R2/8 w - - 1 57,f2a2 e5f3 e4e5 f3d4,2619,endgame mate matein2 quietmove short
8ENVm,r4b1r/p5pp/5n2/2p5/8/PQNNPk1P/1Pb2P2/2B1K2R b K - 0 21,c2b3 e1g1 c5c4 d3e1,2704,castling mate matein2 middlegame short
AUkAh,r7/ppQ5/4pk2/2pp1n1p/3P4/1PP2q1P/P5RK/8 b - - 0 33,f5h4 c7g7 f6f5 g7e5,2590,endgame mate matein2 short
AfYXj,r1b2r1k/pp2Nppp/8/8/2P5/1Nq5/P1n1KPPP/R1BQ1B1R w - - 5 15,c1d2 c3c4 e2f3 c4g4,2551,mate matein2 opening short
BidT8,8/5pkp/2q2Np1/8/p2r1B2/4Q1PK/8/8 b - - 13 46,c6f6 f4h6 g7h8 e3e8,2503,endgame master mate matein2 short
BjPny,5Q2/8/1P6/8/8/4kbBp/1r5K/8 w - - 5 63,h2g1 h3h2 g3h2 b2b1,2528,advancedpawn endgame mate matein2 pillsburysmate short
BroWP,5r2/4q2k/ppb1pR1R/4p1pB/2Pn4/1P4PP/P6K/8 b - - 2 35,h7g7 f6g6 g7f7 g6g5,2566,discoveredattack discoveredcheck mate matein2 middlegame short
CApfl,2Q5/1P3pkp/4p1p1/8/3pnK2/1P5P/6P1/4q3 w - - 11 39,b7b8q e1g3 f4e4 g3e3,2508,endgame mate matein2 sacrifice short
CKeTq,8/P1Q3b1/5nk1/8/6p1/2B2p2/1Pq1r1P1/R5K1 w - - 2 33,a7a8q e2e1 a1e1 c2g2,2556,discoveredattack mate matein2 middlegame sacrifice short
DNFKb,1rn2k2/6b1/4p1Q1/p1N2p1p/1pP4P/1B1P1P2/Pq1K4/4B1R1 w - - 3 33,d2e3 f5f4 e3f4 b2e5,2589,attraction mate matein2 middlegame short
DjKe9,8/p2rq3/1p1k1n1Q/3p1P2/4p3/P7/6PP/2R4K b - - 0 37,e4e3 h6f4 e7e5 f4b4,2594,endgame mate matein2 short
EK26T,2kN4/1bpn3p/1p2p3/p7/P1NP1n2/R7/1P3PrP/1B3RK1 w - - 0 22,g1h1 g2g1 h1g1 f4e2,2546,attraction discoveredcheck doublecheck kingsideattack mate matein2 middlegame sacrifice short
Eyq30,r3n2r/pN3pp1/1bR1k2p/1B1pP3/5nP1/B6P/P7/7K b - - 1 31,e6d7 e5e6 f7e6 c6c2,2650,discoveredattack discoveredcheck mate matein2 middlegame morphysmate short
F5D1U,r7/ppp1Q2p/1bkp4/3Np3/2B1P1b1/5N2/PPPP2qP/R1BK3R w - - 1 13,e7h4 g2f3 c4e2 f3e2,2541,fork hangingpiece mate matein2 middlegame short
FDxpV,7r/pb1n1kp1/1p2p3/P1p1P1p1/3P2Pr/2PQ1B2/5P2/1R3RK1 w - - 0 28,a5b6 h4g4 f3g4 h8h1,2551,clearance kingsideattack mate matein2 middlegame operamate sacrifice short
GSDk7,1Q4k1/pp3p2/1bp3p1/6B1/3P3P/2P5/1q3PPK/5r2 b - - 3 34,g8g7 g5f6 g7f6 b8e5,2520,attraction endgame mate matein2 sacrifice short
GjT2D,4r1k1/p2bp2p/3pNp2/1p1P1PpQ/6N1/1P4PK/P5BP/2r2q2 b - - 3 31,f1d1 h5f7 g8f7 g4h6,2703,attraction kingsideattack mate matein2 middlegame sacrifice short
Gpnsr,r4rk1/pp4pp/4P3/2B1n3/8/2NB2nP/Pq4PR/2RQ2K1 w - - 1 20,c5f8 b2b6 f8c5 b6c5,2526,mate matein2 middlegame short
Hall7,1b3r1k/1P1R4/P6p/2Q3p1/8/8/4r1KP/8 w - - 1 37,g2h3 e2h2 h3g4 h2h4,2606,endgame mate matein2 pillsburysmate short
HhCHu,r7/2Q3pk/4p3/4P1Np/3P1P1P/6P1/7K/q7 b - - 3 43,h7g6 c7c2 g6h6 c2h7,2555,endgame mate matein2 short
I9uTi,3k4/8/2BKP3/5p1b/7p/8/8/8 b - - 2 51,f5f4 c6d7 f4f3 e6e7,2513,advancedpawn bishopendgame endgame mate matein2 quietmove short
IYLhx,r2qr1k1/4np2/p1b1pB1p/bp5Q/3P4/3BP3/5PPP/1R3RK1 b - - 0 23,d8d5 d3h7 g8f8 h5h6,2521,kingsideattack mate matein2 middlegame short
J4eQL,8/4kppp/N3p1b1/4Pn2/3P1K2/P7/5rPP/2R1N3 w - - 7 29,f4e4 f5h6 e4e3 h6g4,2527,discoveredattack discoveredcheck endgame mate matein2 short
JVIQj,8/8/2r1r1p1/8/5p2/7P/4k1P1/R4RK1 b - - 1 62,g6g5 a1d1 f4f3 f1e1,2556,blindswinemate endgame mate matein2 quietmove rookendgame short
L82sX,2r1r1k1/1p1n1Qb1/q2p2pp/8/p1NPb1PB/1B2P2P/PP3P2/2R2RK1 b - - 0 22,g8f7 c4e5 f7f8 e5d7,2513,discoveredcheck doublecheck mate matein2 middlegame short
MCqfs,r3r3/ppb5/2n1b1kp/5R1N/2B1NP2/P7/1PP4P/2K3R1 b - - 4 26,g6f5 e4d6 c7d6 c4d3,2506,mate matein2 middlegame sacrifice short
MPjuc,r1bk4/ppp2r2/2n5/1B1p2Q1/8/1P6/PbPP1qPP/RN1KR3 b - - 3 21,c6e7 g5d5 e7d5 e1e8,2512,mate matein2 middlegame operamate sacrifice short
MpnWl,3k2r1/3n1p1p/3Qn3/1p1pP3/2pP2qN/2P2Np1/1P2B1K1/6R1 w - - 4 31,d6b4 g4h3 g2h3 e6f4,2518,attraction cornermate mate matein2 middlegame sacrifice short
N9UoI,r4r2/3qn2k/p3p1pp/1p2P1Q1/1PppbP2/P3P3/7R/4K1R1 b - - 3 31,h6h5 g5h5 h7g7 h5h7,2559,mate matein2 middlegame short
NNGfb,r4b1r/1b1q1p2/pBk2Pp1/Pp1p2P1/2pQ4/2P5/1PB3PP/RN4K1 b - - 5 22,f8d6 d4c4 d6c5 c4c5,2566,mate matein2 middlegame short
NbafM,1q4r1/3k1R2/2p3rQ/p1Bp2P1/1pnPp3/8/2P5/2K5 b - - 4 46,d7e6 h6h3 e6f7 h3d7,2556,mate matein2 middlegame sacrifice short
NdeXx,2krr3/pp3p1p/3n2p1/1b2P3/3PKP2/4BN2/P1P3PP/R2R4 w - - 4 18,e4d5 d6e4 d5e4 f7f5,2509,attraction discoveredattack discoveredcheck mate matein2 middlegame sacrifice short
O1WAM,1r3k2/2p2pR1/p3qn2/6B1/4N3/K2P4/PP1Q4/5r2 w - - 11 30,g5f6 e6b3 a2b3 f1a1,2525,mate matein2 middlegame sacrifice short
PvXox,8/8/1pkb1NR1/8/pKp5/P3n3/1PP5/8 w - - 2 43,b4a4 e3d1 b2b3 d1c3,2518,endgame mate matein2 short
QA7oa,r2q1bnr/1pp2Bpp/p4p2/N7/kP1PP3/2N5/2nB2PP/3R2K1 b - - 1 18,a4a3 a5c4 a3b4 d1b1,2590,mate matein2 middlegame short
QCbkf,8/p4kp1/1ppb1pq1/3p1Q2/1P1P4/P3P1rK/3B1R2/5R2 w - - 2 39,h3h4 g3h3 f5h3 g6g5,2575,mate matein2 middlegame sacrifice short
RxTCK,r3qr2/2p1np2/p2p2p1/4k2p/3NPQbP/1Pp5/1PP3P1/2K1RR2 b - - 3 21,e5d4 f4f2 d4e5 f2f6,2528,mate matein2 middlegame short
SdLaO,5Q2/p6k/1p2p1B1/6Pp/2r2P1P/2r5/Pq3PK1/8 b - - 0 39,h7g6 f4f5 e6f5 f8g8,2559,endgame mate matein2 short
SjJtN,rn1q2bk/ppp1b2r/4P1QB/4N3/1n6/2N5/PP3PPP/R4RK1 b - - 2 20,b8c6 g6f6 e7f6 e5g6,2532,kingsideattack mate matein2 middlegame sacrifice short
Ttsut,r1b2r1k/2q2pR1/1p2pPp1/p3P3/3p1P2/3B4/3N3P/3Q2K1 b - - 0 28,f8g8 g7h7 h8h7 d1h5,2561,attraction kingsideattack mate matein2 middlegame pin sacrifice short
VvxQA,2r1rk2/ppp1b2p/1n4pN/3PB3/4q3/2Q5/PP3PPP/5RK1 b - - 0 23,e7b4 e5d6 c7d6 c3f6,2512,clearance mate matein2 middlegame sacrifice short
XTw7x,1r3r2/p3b3/Q2R4/2BpP3/1k3P2/3P3P/P6K/q7 b - - 0 30,b4c5 d6d5 c5b4 a6a5,2611,endgame mate matein2 short
ZpTf6,1r3bkr/pp3p1n/5P2/4n1PQ/P1pp4/3P3R/2q3B1/R5K1 b - - 6 28,e5d3 h5g6 f7g6 g2d5,2563,kingsideattack mate matein2 middlegame sacrifice short
aqaS3,6k1/3R1p2/3N2pp/8/5p2/5B1P/5bPK/5r2 w - - 4 39,g2g4 f4g3 h2g2 f1g1,2514,enpassant endgame mate matein2 operamate short
aquDE,3r3r/p7/1p1pR2b/8/3k1p1P/8/PP1N1P2/1B1K4 b - - 5 32,d6d5 e6c6 f4f3 d2f3,2565,endgame mate matein2 short
az26v,8/1p3p2/p3bk2/8/2P1BP2/1P2q2P/P1Qr3P/6RK w - - 2 34,c2b1 d2h2 h1h2 e3h3,2512,attraction endgame mate matein2 sacrifice short
c7CDE,6k1/1b6/p3p1N1/8/6Pq/2NQ1nK1/P6P/4R3 w - - 3 34,g3f4 h4h6 g4g5 h6g5,2531,mate matein2 middlegame short
cWGWX,8/p2b3R/1pp1pk2/3p4/1KPPn3/5Pr1/PP2B3/7R w - - 2 30,f3e4 c6c5 d4c5 a7a5,2589,endgame mate matein2 short
cvokt,r3k2r/pR4Rp/2p1b3/2Ppnp2/3PnB1b/2q1P2P/P2N1P2/3QKB2 w kq - 0 17,f4e5 h4f2 e1e2 c3e3,2504,attackingf2f7 epaulettemate mate matein2 middlegame short
d9al8,r1b2k1Q/4R3/p2p1N2/2p2P2/5Pp1/1PP5/6PK/q7 b - - 0 32,f8e7 h8e8 e7f6 e8f8,2650,endgame mate matein2 sacrifice short
dLPNi,2rr4/2pkn1bp/2n5/1Q1p2p1/2P3q1/P7/1P3P1B/1K1RR3 b - - 0 27,g7b2 b5d5 e7d5 d1d5,2616,mate matein2 middlegame sacrifice short
dqNUY,4k3/4P1p1/3PP3/8/5N2/1r5P/1p3PK1/1n6 b - - 0 48,b1c3 f4h5 g7g6 h5f6,2514,endgame master mate matein2 short
eYpW8,6k1/p4Bb1/6P1/8/P1pq4/5Q1K/5r2/R1n5 b - - 0 31,g8f8 f3a3 d4d6 a3d6,2516,fork mate matein2 middlegame short
eavMf,r2qrk2/1bp4R/ppn1p1P1/3P4/1PP2Q2/P3P3/5P2/b3K3 b - - 1 24,d8f6 h7h8 f8g7 f4h6,2552,mate matein2 middlegame pin short trianglemate
fdv8Y,8/6k1/3p1p2/3B4/pp2P2Q/P3K1r1/6q1/7R w - - 2 48,e3d4 g2f2 d4c4 f2c5,2530,endgame mate matein2 short
hoEWT,3r1k1r/p1p1b1pp/2Q5/4P1Nq/8/8/PPPB3P/6RK b - - 2 24,d8d2 g5e6 f8f7 g1g7,2501,discoveredattack mate matein2 middlegame short
hyhwK,2b1r2k/P7/3p4/2pP2q1/2P1p2p/2P2p1P/2Q1BPP1/4R2K w - - 0 34,g2f3 e8g8 f3f4 g5g2,2510,endgame mate matein2 quietmove short
j0sFK,r3kb1r/ppqn1ppp/3p4/3Qp1B1/2P5/3B3P/PP3PP1/R4RK1 b kq - 2 14,h7h6 d5e6 f8e7 e6e7,2532,mate matein2 middlegame short
