id,fen,moves,rating,themes
00fxc,4r2k/1pQ2p2/p4N1p/5P2/1P6/P1Pn1K2/4r3/6R1 w - - 1 36,c7f7 e8e3 f3g4 d3e5 g4h5 e2h2,2287,endgame exposedking fork long mate matein3
00nsa,6k1/1p1R3p/pB4p1/P3bpK1/4r2P/6P1/2P2P2/8 w - - 3 34,b6c5 e4g4 g5h6 g4h4 g3h4 e5f4,2281,deflection endgame long mate matein3 sacrifice
02YEp,r1b5/7p/pp4pk/2qpQn1r/8/PBN2P1P/1PP3P1/3RR2K w - - 3 24,e5d5 f5g3 h1h2 h5h3 g2h3 c5f2,2449,kingsideattack long mate matein3 middlegame sacrifice
03DIX,4rrk1/5pp1/3p3p/p1p5/2q1P3/4Q3/PP3P2/1K2R1R1 b - - 1 23,g7g5 e3g5 h6g5 g1g5 g8h8 e1h1,2433,endgame long mate matein3 sacrifice
03uRJ,3r1r2/p5k1/2p4R/1pp2pK1/4N3/8/PPP5/7R b - - 1 27,f5e4 h6g6 g7f7 h1h7 f7e8 g6e6,2202,endgame epaulettemate exposedking long mate matein3 rookendgame
04eZ9,4kR2/1b1pb2p/pQ2N3/4P1rq/3n3P/8/PPP3P1/R6K b - - 6 25,e7f8 b6d8 e8f7 d8f6 f7g8 f6f8,2379,long mate matein3 middlegame
05ooI,r1b2rk1/pppqNppp/3n1B2/2b1pP1Q/3n4/1B1P4/PPP3PP/R3K1NR b KQ - 9 12,g8h8 f6g7 h8g7 h5g5 g7h8 g5f6,2215,attraction kingsideattack long mate matein3 middlegame sacrifice
08hjE,8/1R2Rp2/5pkp/8/5P2/5nPK/r6P/8 w - - 1 37,e7f7 f3g1 h3h4 a2h2 h4g4 h6h5,2234,deflection endgame long mate matein3
09qfQ,5r1k/PQN2q2/3p3p/4pn2/8/2PP4/5bPp/R4R1K w - - 0 33,f1f2 f5g3 h1h2 f7h5 h2g1 h5h1,2241,long master mate matein3 middlegame
0A5s6,5rk1/p1p2ppp/1rB2q2/3p4/3Pb3/2Q1P3/PP3PPP/R4RK1 w - - 1 17,c6a4 f6f3 g2f3 b6g6 g1h1 e4f3,2231,clearance intermezzo kingsideattack long mate matein3 middlegame morphysmate sacrifice
0ARH6,r1b1qknN/pppnbppp/8/3N3Q/3P1p2/8/PPP3PP/R1B1KB1R w KQ - 3 13,d5c7 e7h4 e1d2 e8e3 d2d1 e3e1,2312,discoveredcheck doublecheck exposedking long mate matein3 opening
0AeID,r1b1r1k1/p1pq1p1p/2pb1p1B/4p3/3N4/5Q2/PP3PPP/R3R1K1 b - - 5 17,e5d4 f3g4 d7g4 e1e8 d6f8 e8f8,2311,deflection kingsideattack long mate matein3 middlegame operamate sacrifice
0BRGl,1r6/6pk/6Rp/4Pp1q/2Qp1P2/P7/8/1rKN2R1 w - - 3 38,c1c2 h5d1 g1d1 b8b2 c2d3 b1d1,2294,deflection exposedking long mate matein3 middlegame sacrifice
0BSZ7,r3k2r/1p2ppbp/pq1p2p1/8/3nPPn1/2NB4/PPPQ2PP/R1B2RK1 w kq - 2 16,c3d5 d4e2 g1h1 b6g1 f1g1 g4f2,2241,discoveredcheck doublecheck kingsideattack long mate matein3 middlegame sacrifice smotheredmate
0BatK,Q7/8/8/3P4/PN6/2P3kP/4K1b1/5q2 w - - 0 50,e2e3 f1f2 e3d3 g2f1 d3e4 f2f4,2384,endgame exposedking long mate matein3
0BuB5,3r4/6R1/2p1k3/1pP4p/nr5P/4p2B/P1K2R2/8 b - - 1 51,e6e5 g7g5 e5e4 h3g2 e4d4 f2f4,2320,endgame long mate matein3
