id,fen,moves,rating,themes
2ZxRP,4Q2q/5K2/8/8/8/7p/5Q2/7k b - - 0 77,h8e8 f7e8 h3h2 f2f1,1310,endgame master mate matein2 queenendgame short
GryWl,r1r5/1p1kbpp1/p3p3/3pPb1p/5P2/2P1B2P/PP1N2P1/2KR3R w - - 4 17,h1g1 c8c3 b2c3 e7a3,1400,bodenmate mate matein2 middlegame queensideattack sacrifice short
xtsr9,4r1kR/4qpp1/2Q5/1p2B3/1P1P4/8/5PPK/r7 b - - 3 40,g8h8 c6h6 h8g8 h6g7,1344,endgame mate matein2 pin short
bzWdi,r1b1kb1r/1p1p1ppp/4p3/pPP1n3/8/2P1q1B1/P6P/RN1QKBNR w KQkq - 1 12,d1e2 e5d3 e1d1 e3c1,1509,mate matein2 opening short
Opmxa,r5k1/pp3ppp/1n6/5Q2/8/1B6/Pq3PPP/3R2K1 b - - 0 22,a8f8 f5f7 f8f7 d1d8,1534,endgame mate matein2 pin sacrifice short
ix9yB,1k1r4/4R3/8/N1n2Br1/6P1/2P2b2/P4K2/8 b - - 0 38,f3g4 a5c6 b8a8 e7a7,1597,arabianmate fork mate matein2 middlegame short
6Gx2e,r1k4r/R4R2/1P5p/6p1/8/p5P1/7P/5K2 b - - 3 37,a8a7 b6a7 a3a2 a7a8q,1481,advancedpawn endgame mate matein2 promotion rookendgame short
7iJLV,1R6/p7/2p1p1r1/2Pp1p1k/3P1Q1p/7r/5RPK/3q4 w - - 0 41,h2h3 d1h1 f4h2 g6g3,1540,endgame epaulettemate master mate matein2 short
QCSpf,7k/p6p/5r2/6R1/5q2/2Q5/PP2p1KP/4R3 w - - 2 38,g5g3 f4f1 e1f1 e2f1q,1577,advancedpawn endgame mate matein2 promotion short
lBx7Z,4r3/8/1q4pk/5n1p/4QP2/P5PP/1P5K/3R4 w - - 3 37,e4e8 b6f2 h2h1 f5g3,1351,deflection endgame mate matein2 short
AAup4,8/4p3/1Q2p3/1p4p1/2pk4/6P1/1P3KPP/1r1q4 b - - 6 39,d4d3 b6e3 d3c2 e3c3,1367,endgame mate matein2 short
0xGJu,r4r1k/p3qp2/2p1bn2/1p4R1/8/2P5/P1BQ1PPP/R5K1 b - - 2 20,f8g8 g5h5 f6h5 d2h6,1317,clearance kingsideattack mate matein2 middlegame sacrifice short
caydl,r4r2/1b4kp/p1qp2p1/4pp2/P1P5/1P3PN1/2Q2BnP/3R1RK1 w - - 0 24,g1g2 c6f3 g2g1 f3g2,1452,mate matein2 middlegame short
x6op0,4r1k1/5p2/pq3PNp/2b5/1p4QB/4r2P/PP4bK/4R3 b - - 1 28,g2h3 g6e7 g8h7 g4g7,1360,discoveredcheck doublecheck mate matein2 middlegame short
sSvI4,2k3r1/p1p1n3/Pp6/1B1p4/Q2P1n2/2P4p/1P3RqP/4R2K w - - 7 34,f2g2 h3g2 h1g1 f4h3,1402,advancedpawn mate matein2 middlegame short
CRlfS,3q3k/3r1r1p/p2P2p1/1p2QN2/2b5/7P/3R1PP1/6K1 b - - 0 35,h8g8 f5h6 g8f8 e5h8,1401,fork mate matein2 middlegame short
jaEZO,r3kb1r/ppp2ppp/2n2n2/8/1q1pN3/2PP4/PP2QPPP/R1B1K1NR b KQkq - 0 11,d4c3 e4f6 e8d8 e2e8,1352,discoveredcheck doublecheck mate matein2 opening short
1C1s3,r6r/1bqp1pkp/p3p1P1/2p3NQ/Pp2P3/1n1P4/2P3PP/1R3RK1 b - - 0 22,h7g6 f1f7 g7g8 h5g6,1496,deflection mate matein2 middlegame short
nmRlX,6R1/4NQ1p/6p1/2p4k/2P2P2/2b4b/r6P/5K2 w - - 0 42,f1g1 c3d4 g1h1 a2a1,1399,endgame mate matein2 short
Nt01U,r2qkb1r/2p2p1p/p2p1p2/1p2N3/3nP1b1/1BNP4/PPP2PPP/R2QK2R b KQkq - 0 10,g4d1 b3f7 e8e7 c3d5,1595,attackingf2f7 mate matein2 middlegame short
JW7G9,rn3bnr/pp4pp/2k5/2pN4/4pQ2/BPK1P3/q4PPP/5B1R b - - 1 17,a2a3 f4c7 c6d5 f1c4,1596,mate matein2 middlegame sacrifice short
vxG9J,2k2r2/pp5p/2n5/2N5/1Pq2r1P/4b2Q/P5P1/R6K b - - 2 27,c8c7 h3d7 c7b6 d7b7,1492,mate matein2 middlegame short
HBjd5,2k5/pp2R1p1/1n3pp1/8/nP6/P4NBP/1KP2PP1/3r4 w - - 4 28,b2b3 d1b1 b3a2 a4c3,1464,endgame mate matein2 short
bdsuT,r7/6pk/5PNp/8/2pR4/2P1P3/r4PP1/1K5R w - - 0 34,f6g7 a2a1 b1c2 a8a2,1578,endgame mate matein2 short
LbgKD,6k1/1p4b1/3p2Q1/3P3p/b3P3/5R2/P2q1K2/6R1 w - - 3 39,f2f1 a4b5 f3d3 b5d3,1447,endgame mate matein2 short
u8vCx,4r1k1/1pp2p1p/p5p1/8/2P1qb2/1P2N2P/P4PP1/3QR1K1 w - - 0 27,e3d5 e4e1 d1e1 e8e1,1304,endgame kingsideattack mate matein2 pillsburysmate short
GZVAF,6qk/4p1rn/p2pP3/1ppP3Q/2P1B3/7P/PP6/5R1K w - - 4 35,f1f7 g7g1 h1h2 g8g3,1416,endgame mate matein2 short trianglemate
eHd6a,6r1/pp2k2p/2p1b3/3p4/P2P3n/N3Pn1P/2BR1PPK/6R1 w - - 7 26,g2f3 h4f3 h2h1 g8g1,1393,arabianmate fork mate matein2 middlegame short
4mEHf,3r4/pp2kp2/4p3/2bpP3/5p1r/2P5/PP1N2PP/R1B2R1K w - - 0 17,d2b3 h4h2 h1h2 d8h8,1384,attraction kingsideattack mate matein2 middlegame pillsburysmate sacrifice short
IQ7J8,2r1r3/3k1pp1/p1Np3p/1p1P4/5P2/4R2P/P2n1P2/4R1K1 b - - 6 35,d2c4 e3e7 e8e7 e1e7,1442,collinearmove endgame hookmate mate matein2 short
RJcm1,5b1r/pQ2pppp/2pk4/8/1P1Pn1b1/2q1P3/P2N1PPP/3RKB1R w K - 5 16,f2f3 c3e3 f1e2 e3f2,1522,mate matein2 middlegame short
RzsLR,r1b3rk/p2p1p1p/4pPpQ/8/P1qp4/R7/2PB1PPP/4K2R b K - 1 21,c8a6 h6h7 h8h7 a3h3,1536,attraction kingsideattack mate matein2 middlegame sacrifice short
g6pN9,rn1qkb1r/ppp1p2p/5ppQ/4Nb2/2BPp3/8/PPP2PPP/RNB1K2R b KQkq - 0 7,f8h6 c4f7 e8f8 c1h6,1386,intermezzo mate matein2 opening short
lljCo,5rk1/1p3p2/1qpR2bQ/p5N1/P4P2/6P1/1P2r2P/R6K b - - 1 28,b6b2 d6g6 f7g6 h6h7,1335,mate matein2 middlegame sacrifice short
iklNw,r3r3/1p2k1Q1/q3p3/1bbpP1N1/p6B/PnP5/RP3PPP/4R1K1 b - - 0 33,e7d8 g5e6 d8c8 g7c7,1338,discoveredcheck doublecheck mate matein2 middlegame short
Idfbk,8/pr4pk/3pN1Pp/3P4/qn6/P1Q3BP/6P1/1K6 b - - 0 33,h7g8 c3c8 a4e8 c8e8,1578,endgame fork master mate matein2 short
cmPYT,r4bnr/p3ppp1/2Q1k3/7p/6n1/2N4q/PPP2P2/R1B2RK1 b - - 0 19,e6f5 c6e4 f5f6 c3d5,1388,cornermate mate matein2 opening short
3BSfr,rnb4r/ppp3pp/5pk1/3B4/1P1P2PP/P7/4R3/2BK4 b - - 0 22,f6f5 h4h5 g6f6 g4g5,1537,mate matein2 middlegame short
PEuvc,8/5pp1/5k1p/p2pR2P/2rP1PP1/P2K4/8/8 b - - 0 36,c4a4 g4g5 h6g5 f4g5,1412,endgame mate matein2 rookendgame short
spuFD,r4r2/ppk3Q1/2b5/3p1B2/8/q7/6PP/5R1K b - - 6 34,c7b8 g7e5 a3d6 e5d6,1556,mate matein2 middlegame short
C4lWU,5r2/B1pk4/P2pp3/4p1p1/1PN1q3/6Pp/5R1P/2Q3K1 w - - 1 30,c1c2 e4e1 f2f1 f8f1,1449,endgame mate matein2 short
PQGXI,8/p4ppk/1p4qp/3Rprr1/2P1Q1P1/1P3P1P/P2R4/7K w - - 1 40,g4f5 g5g1 h1h2 g6g3,1333,endgame mate matein2 short trianglemate
f2Hlz,8/2p3k1/3P1rp1/3B4/7R/2Q2P2/p5K1/1r6 b - - 4 50,a2a1q c3c7 f6f7 c7f7,1489,endgame master mate matein2 short
WtuUT,r4k2/2q3p1/2b1p2Q/p2pPp2/n1pP2RP/2p1KN2/2P1BP2/6R1 b - - 1 24,g7h6 g4g8 f8e7 g1g7,1337,mate matein2 middlegame short
jvWtv,2Q5/5kbp/3qp1p1/p7/b4PP1/2p5/PP6/1K2R2R w - - 0 31,f4f5 d6d3 b1a1 c3b2,1579,advancedpawn endgame mate matein2 short
9N1o5,r3r3/pp3p1k/5n1p/8/5P2/P2N1b1p/BPP2P1P/R4RK1 w - - 2 23,a2f7 e8g8 f7g8 a8g8,1570,mate matein2 middlegame pillsburysmate sacrifice short
Hx1Td,r1b4r/ppp2pk1/4pb1q/3Pn3/2BQN3/5N2/PP3PPP/R4RK1 w - - 3 17,e4f6 e5f3 g2f3 h6h2,1522,kingsideattack mate matein2 middlegame short
kCrTK,r5rk/pp1b2q1/3p2Np/2pPn3/2P1B1n1/1PQ1P1PR/P2K4/7R b - - 2 30,e5g6 h3h6 g4h6 h1h6,1319,kingsideattack master mate matein2 middlegame pin short
H6UQm,2Q5/p1n2pkp/5qp1/2p5/7N/P3R1PP/7K/2r5 w - - 2 38,c8c7 f6f2 h4g2 f2g1,1360,endgame fork mate matein2 short
VXpFJ,4r3/p4qkp/1npR2p1/2p2rN1/7Q/8/PP3PPP/1K6 b - - 11 30,f7e7 h4h7 g7f8 h7h8,1470,mate matein2 middlegame short
vEal5,8/pp5p/7k/5pp1/3Q4/P4N2/1Pq5/7K b - - 1 36,c2e4 d4f6 h6h5 f6g5,1386,endgame mate matein2 short
