id,fen,moves,rating,themes
0BebU,r7/1pq1rp1R/6p1/pp1p2kR/P2Pn1N1/3QP3/4KPP1/8 b - - 2 28,g5g4 d3e4 d5e4 f2f3 e4f3 g2f3 g4g3 h5g5,2686,mate matein4 middlegame sacrifice verylong
0D3cA,rn2kb1r/p1p1p1pp/1p2Bn2/4N1N1/3P4/8/PPP1QPqP/R1B1K2b b Qkq - 5 11,f6e4 e2b5 c7c6 b5c6 b8c6 e6d7 e8d8 g5e6,2510,fork mate matein4 middlegame sacrifice verylong
0KfyN,k2r1r2/p5p1/BpR1n3/3p1q2/N2P2b1/P3P1B1/1P5P/2Q3K1 b - - 6 29,e6g5 a6b7 a8b7 c6b6 a7b6 c1c7 b7a6 c7b6,2628,attraction clearance mate matein4 middlegame queensideattack sacrifice verylong
0YZ0j,r5k1/5r1p/1n1p2pQ/p1p1pN2/P3P3/1pPP1q2/1P3P2/2K3RR b - - 1 26,f3d3 h6g6 h7g6 g1g6 f7g7 g6g7 g8f8 h1h8,2546,kingsideattack mate matein4 middlegame sacrifice verylong
0eIDy,8/1p6/p1pR2n1/4p1k1/PP2PrB1/N1PPb1KP/3r4/R7 w - - 11 35,a3c4 f4g4 g3f3 g4g3 f3g3 e3f4 g3f3 g6h4,2613,attraction mate matein4 middlegame sacrifice verylong
0fs1z,5rB1/7k/2P3pP/3pB1P1/2nP4/1b6/rb6/1K2RR2 b - - 3 35,h7g8 h6h7 g8h7 f1f7 f8f7 e1h1 h7g8 h1h8,2507,advancedpawn attraction clearance collinearmove exposedking master mate matein4 middlegame operamate sacrifice verylong
0neOV,rnbqkbnr/ppp3pp/8/7Q/4pp2/1B6/PPPP2PP/RNB1K2R b KQkq - 1 8,e8d7 h5d5 f8d6 d5f5 d7c6 b3a4 b7b5 f5b5,2746,dovetailmate mate matein4 opening verylong
0w11w,4kr2/Q7/1p4Rp/2p3n1/2P1q3/8/PPK1P3/6R1 w - - 3 38,c2b3 f8f3 e2f3 e4d3 b3a4 d3c4 a4a3 c4b4,2600,deflection endgame fork mate matein4 sacrifice verylong
0wrJB,8/5KRk/6p1/7p/p5P1/r7/2p2P2/8 b - - 1 40,h7h6 f2f4 h5g4 f7g8 g6g5 f4f5 g4g3 g7h7,2638,endgame mate matein4 quietmove rookendgame verylong
11vZK,5rk1/4R2p/Q5p1/1p6/2rP4/7P/P4q2/6RK b - - 1 32,f2d4 a6e6 g8h8 e7h7 h8h7 e6g6 h7h8 g6h6,2686,attraction endgame mate matein4 sacrifice verylong
19jqO,2R5/5pBk/3KpN1p/3p4/3P2P1/4rn2/8/8 b - - 2 50,h7g7 f6h5 g7h7 d6e7 e6e5 h5f6 h7g6 c8g8,2616,endgame epaulettemate mate matein4 verylong
1AB0n,3kR2r/2p2p2/pr3qn1/1p6/3P4/5Q1P/PPP3P1/4R1K1 b - - 1 27,h8e8 f3d5 f6d6 d5a8 b6b8 a8b8 d8d7 b8e8,2570,endgame mate matein4 verylong
1EyJ6,8/Q3Bppk/2p4p/8/5P1P/2q3K1/7P/8 w - - 1 42,g3g4 f7f5 g4f5 c3d3 f5g4 h6h5 g4h5 d3g6,2699,attraction endgame mate matein4 sacrifice verylong
1Ksao,r5k1/4bppp/2ppp3/q1n3P1/1p1P1P1P/1P2PQ2/1rP5/1NKR3R w - - 0 21,c1b2 a5a2 b2c1 a2c2 c1c2 a8a2 c2c1 c5b3,2663,attraction deflection mate matein4 middlegame sacrifice verylong
1UvdH,r4rk1/7p/2R1Q1p1/pp2p3/4P3/1P1P4/1q3P1P/5KR1 b - - 1 24,g8g7 c6c7 g7h8 c7h7 h8h7 e6g6 h7h8 g6h6,2591,attraction endgame mate matein4 sacrifice verylong
1kaJd,rnb2rk1/ppp1q1p1/1b1n1pN1/6BQ/3P4/8/PPP3PP/RN3RK1 b - - 3 13,e7e8 h5h8 g8f7 f1f6 g7f6 h8h7 f7e6 g6f4,2668,kingsideattack mate matein4 opening sacrifice verylong
1sCY9,4kr2/8/p2pP2Q/P1pP4/3p4/1K5P/4br2/6R1 w - - 1 38,h6g7 e2d1 g1d1 f8f3 d1d3 f3d3 b3c4 d3c3,2624,endgame exposedking mate matein4 sacrifice verylong
24hJZ,2q1rb2/4BR1k/r6p/2p5/1P1pN3/3P4/6QP/6K1 b - - 4 41,h7h8 e7f6 a6f6 f7h7 h8h7 e4f6 h7h8 g2g8,2506,attraction exposedking fork intermezzo master mate matein4 middlegame sacrifice verylong
260Qh,6k1/1r3p2/2R3pp/1p1PP3/5PKP/1r6/8/2R5 w - - 1 39,d5d6 f7f5 e5f6 h6h5 g4g5 b3g3 g5h6 b7h7,2633,endgame mate matein4 rookendgame verylong
2EIkt,rn3rk1/pp3pp1/2pb3p/3pN3/3P4/2NQ4/PPP2q1P/2K2RR1 b - - 3 15,f2h4 g1g7 g8g7 f1f7 f8f7 d3g6 g7h8 e5f7,2516,attraction cornermate fork mate matein4 middlegame sacrifice verylong
2Gq3s,8/6PQ/8/6kp/8/8/p5PK/4q3 b - - 0 67,g5h4 h7e4 e1e4 g7g8q e4f4 g2g3 f4g3 g8g3,2701,advancedpawn endgame fork mate matein4 promotion queenendgame verylong
2ckYY,8/R7/3p2Q1/6r1/6k1/8/Pq3P1P/R5K1 w - - 2 36,g6e4 g4h3 g1f1 g5g1 f1g1 b2a1 e4b1 a1b1,2578,attraction discoveredattack discoveredcheck endgame mate matein4 verylong
2r8sG,8/2R5/p1p1P3/4n3/1P4k1/2P5/P5PK/3r4 w - - 3 33,e6e7 g4f4 g2g3 f4f3 e7e8q e5g4 h2h3 d1h1,2741,defensivemove endgame mate matein4 verylong
2uekG,3r4/6b1/p1q1kn2/Pp1pN1p1/1P1P4/3QB1NK/2r5/1R3R2 w - - 2 41,e5c6 g5g4 h3h4 c2h2 h4g5 g7h6 g5g6 d8g8,2505,epaulettemate exposedking mate matein4 middlegame verylong
34P1F,1k4N1/1p1R4/1b2P1Q1/6P1/1P3P2/1K1R4/1B2B1q1/1r6 w - - 7 50,e2f3 g2b2 b3c4 b2a2 d3b3 a2b3 c4b5 b3b4,2677,fork mate matein4 middlegame verylong
3O7WQ,2Q4Q/kp6/p7/qn6/1b1P4/1Pn5/P1P1r3/BK1R3R w - - 1 34,a1c3 b5a3 b1b2 e2c2 b2a1 b4c3 c8c3 a5c3,2527,deflection mate matein4 middlegame verylong
3OwAN,3rr3/1p3pkR/p1p3p1/4p3/7Q/1PPq4/1P1B1PPP/6K1 b - - 3 30,g7g8 h7h8 g8g7 d2h6 g7h8 h4f6 h8h7 f6g7,2501,endgame kingsideattack mate matein4 sacrifice verylong
3SFEA,4R3/5p2/2r2b2/p4Qpk/2P3Pp/P7/K1P4P/6q1 b - g3 0 37,h4g3 f5h7 h5g4 h2h3 g4f3 h7e4 f3f2 e4e2,2528,endgame fork master mate matein4 swallowstailmate verylong
3Sf4w,6B1/2R5/6pk/2p4p/5P2/5KP1/7r/2n5 b - - 1 42,g6g5 f3e4 c1e2 c7h7 h6g6 f4f5 g6f6 h7f7,2683,endgame master mate matein4 operamate verylong
3VtHM,1R4R1/2pkr3/8/p2P1pK1/2Pr2b1/5pP1/8/8 b - - 5 35,c7c6 b8b7 d7d6 g8g6 e7e6 g6e6 d6c5 e6c6,2505,endgame mate matein4 verylong
3WTe7,6k1/7p/3p2pb/3Pp3/4P1b1/3B2Q1/4N1PP/3q2K1 w - - 7 29,g1f2 h6d2 g3g4 d2e1 f2e3 d1d2 e3f3 d2d3,2619,deflection endgame mate matein4 quietmove sacrifice verylong
3Wmxi,1r3r1k/p2b1p1p/1q3P2/2bpp3/6P1/2Np1R2/PP1Q3P/R1B4K b - - 1 21,d5d4 d2h6 f8g8 h6h7 h8h7 f3h3 h7g6 h3h6,2521,attraction kingsideattack mate matein4 middlegame operamate sacrifice verylong
3XE9P,1r1q1b1r/p4Qpp/5n2/8/3N2b1/1B1kP3/PP1P1KpP/n1BR4 b - - 0 22,d8e7 f7c4 d3e4 d4f3 e4f5 c4f4 f5g6 f4g5,2747,discoveredattack discoveredcheck fork mate matein4 middlegame verylong
3b7wQ,2br2k1/ppq3p1/2pbB1Q1/8/3P4/5r2/PPP5/1K4RR b - - 0 23,c8e6 g6e6 c7f7 g1g7 g8g7 e6h6 g7g8 h6h8,2561,attraction discoveredattack mate matein4 middlegame pin verylong
3fz6w,8/6k1/6p1/7P/1p3K1P/r4r2/PR5R/8 w - - 0 40,f4g5 g6h5 g5h5 f3g3 b2b4 a3a5 b4b5 a5b5,2513,endgame mate matein4 quietmove rookendgame verylong
3mWuW,7r/6k1/p3r3/1pQ1p3/3nPpKp/5P2/PP4P1/3R3R w - - 0 29,h1h4 e6g6 g4h3 g6g3 h3h2 d4f3 g2f3 h8h4,2524,endgame mate matein4 verylong
3pC0z,2r1rk2/6bp/p2Rb1pN/1pq2pB1/2p1pP2/2P4P/PP1Q2P1/3R3K b - - 8 32,c8c6 g5e7 f8e7 d6e6 c6e6 d2d7 e7f8 d7f7,2680,attraction clearance exposedking mate matein4 middlegame sacrifice verylong
3r7fi,2kr3r/pp3Rb1/2p1p1p1/8/2QP2p1/P1P5/1P4qP/1K2R3 b - - 0 22,h8h2 c4e6 c8b8 e6d6 d8d6 e1e8 d6d8 e8d8,2512,clearance mate matein4 middlegame queensideattack sacrifice verylong
3sniT,1R3r2/p2k4/2p1p2p/3p2p1/NQ1P4/P3P3/5bPK/5q2 w - - 6 33,b4f8 f1g1 h2h3 g5g4 h3g4 g1g2 g4h5 g2g5,2552,attraction deflection endgame mate matein4 verylong
44ov7,2r1k2r/3n1p1p/p2PNb2/1p3p1Q/5P2/3b4/PP4qP/KR2R3 b k - 1 20,d3b1 e6g5 g2e4 e1e4 f5e4 h5f7 e8d8 g5e6,2598,attackingf2f7 cornermate discoveredattack discoveredcheck mate matein4 middlegame verylong
461Bh,6rk/1b1Q3p/p2p4/3P1P2/2p1P1Pq/2N5/1PP5/R3R2K w - - 1 35,h1g2 h4g4 g2f2 g4f4 f2e2 g8g2 e2d1 f4d2,2549,exposedking mate matein4 middlegame verylong
49c55,1k1r4/ppp2pp1/2bb4/5q2/6p1/2N1B1P1/PPP1QN1r/R2R2K1 w - - 0 22,g1h2 f5f2 e2f2 d8h8 e3h6 h8h6 h2g1 h6h1,2522,mate matein4 middlegame operamate sacrifice verylong
4CKIE,2k5/1bp2pp1/1p2r3/1N5p/1Pp3nP/Q4N2/P4qP1/3R3K b - - 1 26,e6e2 b5a7 c8b8 a7c6 b7c6 d1d8 b8b7 a3a8,2556,mate matein4 middlegame queensideattack sacrifice verylong
4Kk50,r2nn1k1/pp4bB/3N3p/1P6/3q1Nb1/B7/2Q2PP1/6K1 b - - 1 28,g8h8 d6f7 d8f7 f4g6 h8h7 g6f8 h7g8 c2h7,2564,discoveredcheck doublecheck exposedking mate matein4 middlegame sacrifice verylong
4ZbRx,r1b2rk1/p1p1pp1p/1p4pQ/3P2B1/3bN3/6P1/P3RPPK/5q2 b - - 3 23,d4f2 e4f6 e7f6 h6f8 g8f8 g5h6 f8g8 e2e8,2558,attraction kingsideattack mate matein4 middlegame pillsburysmate sacrifice verylong
4rNlY,2r2k2/pp4bQ/4b3/2q5/1n2P3/P4N2/1P1RBPP1/1K5R w - - 5 28,e4e5 c5c1 h1c1 e6a2 b1a1 c8c1 h7b1 c1b1,2523,deflection mate matein4 middlegame queensideattack sacrifice verylong
57f71,4r3/B7/3bbQ2/8/5pP1/5k1K/1P3r1P/2R5 w - - 0 42,a7f2 e8h8 f6h8 e6g4 h3h4 d6e7 h8f6 e7f6,2524,endgame mate matein4 sacrifice verylong
5G3Wc,1k6/p1p2p2/1p6/8/3Q4/1P2PP1q/PBP1N2b/R4KNr w - - 1 24,f1f2 h2g3 e2g3 h1h2 f2e1 h3g3 e1d1 g3g1,2536,clearance deflection fork mate matein4 middlegame sacrifice verylong
5GPI0,8/5p1p/6p1/5bQ1/p1pq1P1k/P3N3/KP6/8 b - - 6 42,h4h3 g5g2 h3h4 g2f2 h4h5 f2h2 f5h3 h2h3,2651,endgame mate matein4 verylong
5Q0RD,8/7p/3kppp1/3p4/P2P1KP1/2r5/5P1P/R7 w - - 0 29,h2h4 g6g5 h4g5 e6e5 d4e5 f6e5 f4f5 c3f3,2507,endgame epaulettemate mate matein4 rookendgame verylong
5bhNi,5r1k/6p1/3P3p/1P6/1Q4P1/P6P/5rK1/8 w - - 1 39,g2g3 f8f3 g3h4 f2h2 g4g5 h2h3 h4g4 h6h5,2606,endgame mate matein4 queenrookendgame verylong
5c9HF,r5k1/1b3p1r/p1n3n1/1p3NQp/4q3/B1P5/P4PPP/3RR1K1 b - - 1 22,e4g4 d1d8 a8d8 g5d8 c6d8 e1e8 g6f8 e8f8,2569,fork mate matein4 middlegame operamate sacrifice verylong
5l2xS,8/6N1/3p3p/1pp2P2/4n3/4P1kP/5r2/3RRK2 w - - 4 41,f1g1 f2g2 g1f1 g3h2 e1e2 e4g3 f1e1 g2e2,2688,endgame exposedking fork mate matein4 verylong
5m4Mn,5Q2/q6p/P1pR2p1/4p2k/5PP1/8/6KP/1r6 b - - 0 45,h5g4 d6g6 h7g6 h2h3 g4h5 f8h8 a7h7 h8h7,2516,endgame mate matein4 sacrifice verylong
5vSUp,k1n4Q/2R5/4p3/p2pBP2/K1n3P1/2P5/2q5/8 w - - 7 41,a4b5 c2b3 b5c6 c4e5 h8e5 b3a4 c6c5 a4c4,2518,endgame mate matein4 verylong
66h57,7k/5Q1p/p3p2R/P2p2r1/1ppn4/6q1/1P3RP1/6K1 b - - 1 31,g5g7 f7e8 g7g8 h6h7 h8h7 e8h5 h7g7 f2f7,2512,attraction deflection endgame killboxmate mate matein4 sacrifice verylong
66taj,8/3q4/k1pp2p1/1pPP4/pK1Q2P1/P1P4P/8/8 w - - 0 37,d5c6 d7c7 c5d6 c7a5 b4c5 b5b4 c5c4 a5b5,2570,discoveredattack discoveredcheck endgame mate matein4 queenendgame verylong
6NPdQ,3r2kB/5p2/R1B5/1p3p1p/6pP/1Q1n2P1/5q1K/6N1 w - - 1 34,c6g2 f2g3 h2g3 f5f4 g3h2 g4g3 h2h1 d3f2,2657,attraction mate matein4 middlegame sacrifice verylong
6T3Sj,3r1rk1/pp3q2/4b1nQ/2bp4/4p1pN/P1N3P1/1P2BPP1/R5KR w - - 1 23,h4g6 f7f2 g1h2 f2g3 h2g3 c5f2 g3h2 g4g3,2628,attraction kingsideattack mate matein4 middlegame sacrifice verylong
6TFPU,5r2/1R3pp1/r1p4p/4p3/PkP1P3/5P1P/5P2/R5K1 b - - 2 28,b4c4 a1c1 c4d3 b7d7 d3e2 c1c3 c6c5 c3e3,2568,endgame mate matein4 rookendgame verylong
6bSFg,8/p7/1pb1Pkpp/5n2/2r2PK1/B7/1P1R3P/4R3 w - - 1 41,e6e7 c4f4 g4f4 g6g5 f4g4 h6h5 g4h5 c6f3,2566,attraction endgame mate matein4 sacrifice verylong
6jTs5,7k/P5p1/8/1q6/4Qb1P/1P3P2/P3K3/2r3RR w - - 1 40,e4d3 c1c2 e2e1 b5e5 e1f1 e5a1 d3d1 a1d1,2660,endgame mate matein4 pin verylong
6nXls,8/8/6p1/R6p/1PrP1k1K/P7/8/8 w - - 0 50,d4d5 c4c2 h4h3 g6g5 a5a6 g5g4 h3h4 c2h2,2539,endgame mate matein4 quietmove rookendgame verylong
6v1ud,r4rk1/p1p2ppp/bpN1pn2/2b1B3/8/2P3P1/1P3PP1/1BKR3R b - - 0 18,c5f2 b1h7 f6h7 c6e7 g8h8 h1h7 h8h7 d1h1,2534,anastasiamate attraction kingsideattack mate matein4 middlegame sacrifice verylong
70tFj,r6r/pp2R1bk/6p1/2pN2Np/2P3n1/3q4/PP1B2P1/2K2R2 b - - 1 25,h7g8 e7g7 g8g7 g5e6 g7g8 d5e7 g8h7 f1f7,2531,attraction exposedking kingsideattack mate matein4 middlegame pillsburysmate sacrifice verylong
72HF0,6r1/k2n1p1p/p2B4/N5Kb/2Q5/2N1r2P/PPP3P1/6b1 w - - 1 32,g5h5 e3h3 g2h3 d7f6 h5h4 g1f2 d6g3 f2g3,2527,mate matein4 middlegame morphysmate sacrifice verylong
7AmvP,2r2k2/pp3pp1/3bb1P1/3p2N1/3P4/1P2R3/r4P2/4R1K1 b - - 2 31,e6f5 e3e8 c8e8 g5h7 f8g8 e1e8 d6f8 e8f8,2509,deflection hookmate mate matein4 middlegame sacrifice verylong
7M1u6,rn4k1/1b2brp1/1p2N2B/4P2p/3p3P/pPqB4/P1P1QP2/2K3RR w - - 0 22,h6g7 c3b2 c1d1 b2b1 d1d2 e7b4 c2c3 b4c3,2509,mate matein4 middlegame queensideattack verylong
