id,fen,moves,rating,themes
Ey4BE,1b4rk/pp1R2Qp/5pn1/7q/4pP2/1P2P2P/PB4P1/5NK1 b - - 0 27,g8g7 d7d8 g6f8 d8f8 g7g8 b2f6,1999,fork long mate matein3 middlegame
HAgfA,r3r1k1/ppp2ppp/n4n2/3P1b2/1bPP1p1N/2K4P/PP1N2P1/R1BQ1B1R w - - 1 14,c3b3 e8e3 f1d3 e3d3 b3c2 d3c3,2117,discoveredcheck doublecheck epaulettemate long mate matein3 middlegame operamate pillsburysmate
W5PeE,5Q2/4r2p/6p1/1R3p1k/1p4P1/7P/4qP1K/8 b - - 0 40,h5g5 b5f5 g6f5 f8f5 g5h6 f5f6,2177,endgame long mate matein3 sacrifice
H1VZn,rb2k2r/1p3pp1/p2q4/3p3p/4n1n1/1P2PN1P/PB1PB1P1/R2Q1RK1 w kq - 6 19,a1c1 d6h2 f3h2 b8h2 g1h1 e4g3,1929,kingsideattack long master mate matein3 opening sacrifice
UavM7,r3k1nr/ppp2Qpp/1bnp4/4P1q1/3PP3/2P2R2/P5PP/RN4K1 b - - 1 14,e8d8 f7f8 d8d7 e5e6 d7e6 f8f7,2185,attraction long mate matein3 middlegame
5ZU6t,r4r1k/p1p3pp/2p1Q3/8/2P2q2/7R/PP6/6RK b - - 5 30,a8e8 h3h7 h8h7 e6g6 h7h8 g6g7,2020,attraction endgame long mate matein3 sacrifice
4bh3v,2r4k/1R4pp/4Q3/5rq1/8/2P2B1b/1P3PP1/4R1K1 b - - 6 25,f5f3 e6c8 h3c8 e1e8 f3f8 e8f8,2036,clearance fork long mate matein3 middlegame sacrifice
0SkcU,5r1k/3R3p/1p3qp1/p7/2p3Q1/2P3P1/PP3rP1/3R2K1 w - - 5 30,d1d6 f2g2 g1g2 f6f1 g2h2 f8f2,2065,attraction endgame long mate matein3 sacrifice
stdYX,1k6/4Rp2/1K2p1p1/3bP2p/5P1P/pB4P1/8/r7 b - - 17 48,b8c8 e7e8 c8d7 b3a4 d5c6 a4c6,1955,endgame exposedking long mate matein3
F8NpP,2r3k1/1pq1ppb1/p2p2p1/3P3b/3NP3/4B2P/PP3QK1/5R2 b - - 1 24,g7d4 f2f7 g8h8 e3d4 e7e5 d5e6,1998,discoveredattack discoveredcheck enpassant intermezzo kingsideattack long mate matein3 middlegame
