id,fen,moves,rating,themes
03BKg,1rbq1k1r/p1p3pp/2nbPpn1/3N4/3P4/2P2Q2/PP3PPP/R1B1R1K1 b - - 2 18,c6e7 f3f6 g7f6 c1h6 f8g8 d5f6,2565,intermezzo long mate matein3 opening sacrifice
0B4Hl,r3k1nr/p4p1p/b1n5/3pP3/1ppP2pN/2P1q1P1/PPK1B1P1/RN1Q1R2 w kq - 2 18,h4f5 b4b3 a2b3 c6b4 c3b4 c4b3,2538,intermezzo long mate matein3 middlegame sacrifice
0V4h2,8/pp6/7Q/kNbr1b2/P7/2K1P1P1/1P3r1P/R3R3 w - - 6 32,h6h8 c5b4 c3c4 d5c5 c4b3 f5e6,2522,exposedking long mate matein3 middlegame
0jK7N,r3r3/b1N2ppp/p4n2/1p2p3/k7/6P1/PP1B3P/2R4K b - - 3 27,a8c8 c1c3 b5b4 c3a3 b4a3 b2b3,2580,long mate matein3 middlegame quietmove sacrifice
0qX59,5rk1/ppp3pp/2nb4/4p2r/4N1q1/2P2bP1/PPQ2P1P/R1B1RBK1 w - - 8 17,e4d2 g4g3 f2g3 d6c5 e1e3 c5e3,2518,kingsideattack long mate matein3 middlegame sacrifice
0toch,8/5p1k/p2B1nnp/5Qp1/7R/1B4KP/1PP2PP1/4r1q1 w - - 4 30,b3f7 e1e3 f2e3 g5h4 g3f3 g1f1,2567,long mate matein3 middlegame
0zRhL,r1b5/6R1/2p4p/4Rk2/1p1B4/1q6/1p3PPP/6K1 b - - 2 39,f5f6 e5e3 f6f5 g2g4 f5f4 d4e5,2529,discoveredattack discoveredcheck endgame exposedking long mate matein3
1Crj8,8/8/4p2r/P1kpPb2/1p1N3p/1P2K3/R7/8 b - - 1 45,h4h3 a2a1 h3h2 a1c1 f5c2 c1c2,2591,endgame long mate matein3 quietmove
1DI0S,5b2/pb3pp1/1p1ppk1p/1P1P4/P1K1PPP1/3B3P/7B/8 b - - 0 37,f8e7 e4e5 d6e5 g4g5 h6g5 f4e5,2565,bishopendgame endgame long mate matein3
1RFhl,2k4r/5p2/2p1p3/1p1nPp2/p2P1qP1/2P5/PP1QBB1r/R4RK1 w - - 13 31,d2f4 d5f4 e2f3 h2g2 f3g2 f4e2,2663,exposedking kingsideattack long mate matein3 middlegame
1rrgN,8/1b5p/1p1rp1p1/2q4k/p3PQ1P/P1p2P2/6PK/3R4 b - - 1 36,d6d1 g2g4 h5h4 g4g5 h4h5 f4g4,2503,discoveredattack discoveredcheck endgame long mate matein3
1tXkV,2kr3r/ppp1qppp/8/8/2Qn1B2/2n2B2/PPP2PPP/RN2K2R w KQ - 1 14,e1f1 e7e1 f1e1 d4f3 g2f3 d8d1,2505,attraction clearance long mate matein3 middlegame sacrifice
2GWtd,r6k/p2qrRpp/1p2n2N/2bpP3/6Q1/2B5/1P4PP/5R1K b - - 6 28,g7h6 g4g7 e6g7 f7f8 a8f8 f1f8,2503,backrankmate long mate matein3 middlegame sacrifice
2HmvK,2r4k/Qp1q3p/8/P2p2p1/3P4/4Pp2/1P3P1P/5RK1 w - - 1 27,g1h1 d7g4 f1g1 g4g1 h1g1 c8c1,2667,attraction endgame long mate matein3 sacrifice
2SG9S,4rk2/pp3p2/4b3/2RpN3/3P1P2/3N1K1p/PP4rq/4QR2 w - - 3 27,f1h1 e6g4 e5g4 g2g3 e1g3 h2e2,2501,clearance long mate matein3 middlegame sacrifice
2W5D8,8/1R1Q3p/8/3P4/2P4P/4q3/P5PK/2k1r3 w - - 3 54,d7h7 e3e5 g2g3 e5e2 h2h3 e1h1,2619,endgame long mate matein3
2gLOF,r1b4Q/pppk4/8/3pPp2/2PP1q2/6R1/PP5K/8 b - - 11 36,d7c6 h8e8 c8d7 e8g6 d7e6 g6e6,2574,endgame long mate matein3
2sGKx,r6r/pp1k2Q1/1q2p3/n2B4/3P4/1PP3P1/3N1P1P/2b3K1 b - - 0 22,d7d6 d2e4 d6d5 e4f6 d5d6 g7d7,2580,long mate matein3 middlegame sacrifice
392t6,7k/1pp3qp/P7/8/P4P2/2r3p1/RQb1K1Pn/4R3 w - - 4 34,a6b7 g7e7 e2d2 h2f1 e1f1 e7e3,2521,exposedking long master mate matein3 middlegame sacrifice trianglemate
3FXTa,r3k2r/1bR2pp1/7p/1p5q/8/4PN2/5PPP/3Q1RK1 b kq - 0 19,b7f3 d1d6 h5g5 d6d7 e8f8 d7f7,2601,long mate matein3 middlegame
3LSO4,r2b1rk1/pppqnpp1/3n1N2/6Np/5QbP/3BB3/PPP2P2/2K3RR b - - 5 17,g7f6 d3h7 g8g7 f4f6 g7f6 e3d4,2512,attraction intermezzo kingsideattack long mate matein3 middlegame sacrifice
3OrGn,7R/3bkp2/4p1pp/Q2pP3/3b1PK1/P2Pn2P/B4r2/7R w - - 4 32,g4h4 e3f5 h4g4 f2g2 g4f3 f5h4,2655,fork long mate matein3 middlegame
3gPC6,8/p7/1p3p2/2p1bPp1/2Pk2P1/1P6/4R1r1/2BK4 b - - 7 43,g2g4 d1c2 g4g3 c1b2 g3c3 b2c3,2516,endgame long mate matein3
3hzzY,r2qn3/p3pr2/1p1pb1p1/7R/4Nkn1/6P1/PPP5/2KR1BN1 b - - 0 21,f4e4 d1e1 g4e3 f1d3 e4d4 g1e2,2731,long mate matein3 middlegame
3kL4P,8/5pQ1/6p1/6k1/4q2p/6P1/5P1P/6K1 w - - 0 44,g7f7 e4b1 g1g2 h4h3 g2h3 b1f1,2652,attraction endgame long mate matein3 queenendgame
47JJc,2k4r/3q4/5Q2/b1N1pP2/1nP1P3/3P1B2/3BK1nr/1R6 w - - 0 43,c5d7 g2e3 f3g2 h2g2 e2f3 h8h3,2551,discoveredattack discoveredcheck long mate matein3 middlegame
4DPL3,3Q3k/1p2rpp1/6p1/2p1b3/1q4P1/1P3N1P/5P2/6K1 b - - 1 31,h8h7 f3g5 h7h6 g5f7 e7f7 d8h4,2503,clearance endgame long mate matein3 sacrifice
4SjkF,8/1B6/8/7p/5np1/7k/7P/6K1 b - - 3 53,h5h4 g1h1 g4g3 b7c8 f4e6 c8e6,2507,endgame long mate matein3
4g6gV,8/5R1p/1p4p1/2p1k3/8/1PKBP3/r6r/4B3 b - - 9 33,h2h1 e1g3 e5d5 e3e4 d5e6 d3c4,2516,endgame long mate matein3
4v3cH,r3k2r/pp2bppp/2n5/2pp3b/6Pq/P1NP4/BPPK3P/R1BQ2NR w kq - 3 12,g4h5 h4f4 d2e1 e7h4 e1e2 c6d4,2569,long mate matein3 middlegame
4xi8t,r1b1kbnr/pp2p1pp/5p2/2p1NN2/3qPP2/3P4/PP4PP/R1BQK2R b KQkq - 1 11,d4d8 f5g7 f8g7 d1h5 e8f8 h5f7,2520,long mate matein3 opening sacrifice
50lAk,1r1r2k1/pB3p1p/3Bb1p1/2Pn4/8/Q1R3P1/1P1KPP1P/1q4NR w - - 3 19,d6b8 b1d1 d2d1 d5e3 d1c1 d8d1,2572,attraction discoveredcheck doublecheck long mate matein3 middlegame sacrifice
56NcG,8/7p/4k1pB/2Q2p2/2Pp4/1P3PK1/P5PP/4q3 w - - 1 43,g3f4 e1h4 g2g4 g6g5 h6g5 h4h2,2530,endgame fork long mate matein3
5F1XM,r3rk2/pp2bp2/2p2p1p/3p1B1Q/5qR1/7P/PP3PP1/4R1K1 b - - 5 24,f4d2 h5f7 f8f7 f5e6 f7f8 g4g8,2547,attraction long mate matein3 middlegame operamate sacrifice
5IPqg,r2qr1k1/ppp3pp/2np1B2/3N1Pn1/2B5/1P4RP/P1p3P1/Q5K1 b - - 0 20,g7f6 d5e7 g8g7 g3g5 g7h8 a1f6,2667,discoveredcheck doublecheck kingsideattack long mate matein3 middlegame pin
5LQN4,q5k1/2p3pp/3ppr2/1P2pn2/8/1QBPb1P1/4PP1P/1N3RK1 w - - 3 20,f2e3 a8g2 g1g2 f5e3 g2g1 f6f1,2516,attraction discoveredattack fork long mate matein3 middlegame sacrifice
5hmNu,rn2k2r/pbpp1ppp/1p6/4p3/1P1bP2q/P1N4P/1BPP2P1/R2QKBNR w KQkq - 1 9,e1e2 b7a6 b4b5 a6b5 d2d3 h4f2,2641,long mate matein3 opening swallowstailmate
5isel,4r1k1/pp4pn/1qpb4/4NB1Q/3P4/P5P1/1P3PK1/8 b - - 2 29,h7f6 f5h7 f6h7 h5f7 g8h8 e5g6,2572,fork long mate matein3 middlegame sacrifice
6NjFF,7r/pp1r3p/3b4/3N4/3nB1kP/6P1/PP4K1/5R2 b - - 2 29,d6e5 f1f5 e5g3 d5f6 g4h4 f5h5,2742,fork long master mate matein3 middlegame sacrifice
6PSdX,8/2Q3p1/1pP2k2/5p2/1B1P4/P2KPPP1/7r/3q4 w - - 8 53,d3c4 d1e2 c4d5 e2a2 d5d6 a2e6,2532,endgame long mate matein3
6cv00,8/8/2Q3p1/7p/4K3/7P/3k2P1/1q6 w - - 2 44,e4f3 b1d3 f3f2 d3e3 f2f1 e3e1,2530,endgame exposedking long mate matein3 queenendgame
6eB0Q,r1r5/4bppp/4k3/3bp3/1P4PP/P2QBq2/2P5/2KR3R b - - 7 23,d5e4 d3d7 e6f6 d1d6 e7d6 d7d6,2672,long mate matein3 middlegame sacrifice
6iR6r,5k2/1R4p1/3K2P1/5B2/4Pr2/4n3/8/8 b - - 0 53,e3f5 d6d7 f4e4 b7b8 e4e8 b8e8,2700,defensivemove endgame long mate matein3
6psXs,r1q4r/pbpR1pkp/1p2pNp1/5nQ1/2P2P2/8/PP2B1PP/5RK1 b - - 6 22,h7h6 g5g6 g7g6 e2h5 g6g7 d7f7,2611,attraction long mate matein3 middlegame operamate pin sacrifice
6uOPm,r1bq1b1r/ppp2k1p/3p1p2/6BQ/3P4/2P5/PP3PPP/nN1KR3 b - - 3 15,f7g7 g5h6 g7g8 h5d5 c8e6 d5e6,2658,long mate matein3 middlegame
