id,fen,moves,rating,themes
02wEV,2kB2r1/ppp2p1p/2n5/8/1P1p2b1/2PB1P1q/P4R1b/RN1Q3K w - - 0 20,d1f1 g4f3 f2f3 g8g1 f1g1 h2g3 g1h2 h3h2,2261,discoveredattack discoveredcheck exposedking fork mate matein4 middlegame sacrifice verylong
06LQW,r4Bk1/pp3p2/7p/3N2p1/2BpPbbq/2P5/PPQ2KP1/R3R3 w - - 1 27,f2g1 h4h2 g1f1 h2h1 f1f2 f4g3 f2g3 h1h4,2320,attraction kingsideattack mate matein4 middlegame sacrifice verylong
0BCjC,rnb2rk1/3q1pp1/p2p3p/1p1P2NQ/8/3B4/PP3PPP/R3R1K1 b - - 1 16,d7g4 h5f7 f8f7 e1e8 f7f8 d3h7 g8h8 e8f8,2251,deflection kingsideattack mate matein4 middlegame sacrifice verylong
0CMCY,2kr3r/1pp1q1b1/p2p1n1p/1N1Pp1p1/2B1PpbP/Q7/PPPB2P1/2K1R2R b - - 1 16,a6b5 a3a8 c8d7 c4b5 c7c6 b5c6 b7c6 a8c6,2401,intermezzo mate matein4 middlegame queensideattack verylong xrayattack
0Dy6Q,5rk1/1bppn3/ppn1p1PR/8/4P3/1Pq5/P1P5/2K4Q b - - 1 27,c6d4 h6h8 g8g7 h1h6 g7f6 h8f8 f6e5 h6f4,2202,deflection exposedking mate matein4 middlegame verylong
0E9qw,r1b2rk1/pp3pp1/1qn4p/3p2NQ/3P4/P2B4/1P3PPP/R3R1K1 b - - 1 15,b6d4 h5f7 f8f7 e1e8 f7f8 d3h7 g8h8 e8f8,2214,deflection kingsideattack mate matein4 middlegame sacrifice verylong
0EKF0,2r2rk1/4qppp/pp2p3/1Qnn4/3B4/P3PP2/1P2BP1P/R5RK b - - 1 19,a6b5 g1g7 g8h8 g7g8 h8g8 a1g1 e7g5 g1g5,2247,attraction doublecheck kingsideattack mate matein4 middlegame sacrifice verylong
0FALL,6k1/2q2pbp/B1Np2p1/n2P4/4Q3/r3B2P/1r3PP1/4R1K1 b - - 2 28,a5c6 e4e8 g7f8 e8f8 g8f8 e3h6 f8g8 e1e8,2400,attraction master mate matein4 middlegame pillsburysmate sacrifice verylong
0Fep4,8/3RQ3/6pk/2p2r1p/2P5/1P2P2P/P3qP1K/5R2 w - - 4 30,f1g1 f5f2 h2g3 f2f3 g3h4 e2f2 g1g3 f2g3,2281,endgame fork mate matein4 verylong
0GJwI,1rk4r/p4p2/2p1p3/2N4q/3Pp1p1/2P1P1Q1/PP3P2/R3RK2 w - - 3 25,g3d6 h5h1 f1e2 b8b2 e2d1 h1e1 d1e1 h8h1,2372,attraction mate matein4 middlegame sacrifice verylong
0H1aa,8/8/P6p/6p1/5n1k/5P2/4q1PK/6Q1 b - - 3 45,e2a6 g1e1 h4h5 e1e8 f4g6 g2g4 h5h4 e8e1,2288,endgame mate matein4 verylong
0HIfF,7k/p1r2rp1/1p2p1Qp/1P1p1p1R/4qP2/4b2R/P1P3PP/7K b - - 1 31,e3c5 h5h6 g7h6 h3h6 f7h7 g6e8 h8g7 h6g6,2262,killboxmate kingsideattack mate matein4 middlegame sacrifice verylong
0Ihsl,4r2k/P1R2Bp1/3P4/8/5q2/7P/4nK1P/5Q2 w - - 5 45,f2e1 e2c3 c7e7 e8e7 d6e7 f4e3 f1e2 e3e2,2300,discoveredattack discoveredcheck endgame exposedking mate matein4 verylong
0K45A,4r1k1/1p1R1pp1/p5p1/7q/2Q4n/1B6/PPP2PK1/5R2 w - - 0 33,g2g3 h5f3 g3h4 g6g5 h4g5 e8e5 g5h4 g7g5,2494,attraction exposedking master mate matein4 middlegame sacrifice verylong
0LQm2,r5k1/5Npp/4Q3/3p2P1/2pPn3/2n5/6PP/2q1BRK1 w - - 7 35,g5g6 c3e2 g1h1 e4f2 f1f2 c1e1 f2f1 e1f1,2296,deflection mate matein4 middlegame verylong
0MMzd,8/p3rk2/6p1/3p4/2PBpPq1/1Q3bPr/P4R1P/4R1K1 w - - 1 31,c4d5 h3g3 h2g3 g4g3 g1f1 g3h3 f2g2 h3g2,2295,mate matein4 middlegame sacrifice verylong
0N5vw,3r2k1/1p2qppp/4p1b1/p1R1Q3/Pb1N4/1P2P2P/1B3PP1/3R2K1 b - - 0 22,e7c5 e5g7 g8g7 d4f5 g7g8 d1d8 c5f8 f5h6,2367,attraction discoveredattack discoveredcheck doublecheck kingsideattack mate matein4 middlegame pin sacrifice verylong
0O3GZ,4Q3/k1p3r1/p1R5/1p3p1p/1P4r1/1P4P1/1P2pq1P/6RK b - - 3 29,g4e4 c6a6 a7a6 e8c6 a6a7 g1a1 a7b8 a1a8,2405,attraction endgame mate matein4 sacrifice verylong
0OcBn,8/3k1rp1/p2p1p2/2pP1P2/2P5/P3Q3/2q3PP/1rB1R1K1 b - - 2 34,c2c4 e3e8 d7c7 e8c6 c7b8 e1e8 b8a7 e8a8,2292,endgame fork killboxmate mate matein4 verylong
0OeXJ,5rk1/5ppp/3Q1b2/3BN3/PP2Pn2/7r/2q2PP1/R3R1K1 w - - 0 22,e5f7 c2f2 g1f2 f6d4 e1e3 d4e3 f2e1 h3h1,2328,attraction fork mate matein4 middlegame pillsburysmate sacrifice verylong
0Qcwh,3N3k/p1P2Q2/8/5Pp1/1P4P1/5KPq/P6r/5R2 w - - 3 43,c7c8q h3g2 f3e3 g2d2 e3e4 h2e2 e4f3 e2e3,2325,endgame fork mate matein4 verylong
0Qrg1,r1b1k2r/1p1nb1pp/1qn1p3/p2pP1N1/1P1P4/P7/2B3PP/RNBQK2R b KQkq - 1 13,b6d4 d1h5 g7g6 c2g6 h7g6 h5g6 e8d8 g5e6,2279,exposedking mate matein4 middlegame verylong
0R2Wk,1k3r2/ppp3pp/5q2/3Pp3/3n4/1B1PQ3/PPP3PP/RNB3KR w - - 5 18,b1d2 d4e2 e3e2 f6b6 d3d4 b6d4 e2e3 d4e3,2397,kingsideattack mate matein4 middlegame sacrifice verylong
